timestamp,elapsed_s,fps,cpu_pct,system_cpu_pct,rss_mb,mem_available_mb,mem_used_pct,cpu_temp_c,throttled_hex,frames,grab_fails,motion_skips,aruco_calls,aruco_avg_ms,aruco_min_ms,aruco_max_ms,yolo_calls,yolo_avg_ms,yolo_min_ms,yolo_max_ms
2026-08-27 23:34:27,5.1,14.0,233.0,65.4,131.2,1325,28.3,58.9,0x50005,72,0,0,24,19.7,6.8,32.2,12,230.7,182.7,265.5
2026-08-27 23:34:32,5.2,13.8,224.0,63.7,131.2,1327,28.2,58.4,0x50005,72,0,0,24,19.0,6.8,28.6,12,227.5,125.8,305.6
2026-08-27 23:34:37,5.0,14.3,233.0,64.9,131.2,1328,28.2,58.9,0x50005,72,0,0,24,20.8,6.8,31.8,12,224.4,137.1,265.3
2026-08-27 23:34:42,5.1,14.1,224.6,64.8,131.2,1327,28.2,59.9,0x50005,72,0,0,24,21.0,8.9,35.0,12,215.6,92.8,317.0
2026-08-27 23:34:47,5.2,13.9,233.2,63.7,131.2,1330,28.0,58.9,0x50005,72,0,0,24,20.3,7.3,29.2,12,227.2,162.5,268.0
2026-08-27 23:34:52,5.1,14.1,234.9,64.8,131.2,1330,28.0,57.5,0x50005,72,0,0,24,20.5,7.5,28.9,12,227.7,116.8,308.6
2026-08-27 23:34:57,5.0,14.3,234.4,64.9,131.2,1330,28.0,58.4,0x50005,72,0,0,24,18.9,7.1,31.2,12,225.3,153.9,270.2
2026-08-27 23:35:02,5.2,13.9,224.2,62.6,131.2,1331,27.9,59.4,0x50005,72,0,0,24,20.1,6.7,27.7,12,220.9,90.5,308.3
2026-08-27 23:35:08,5.1,14.0,227.9,63.8,131.2,1332,27.9,58.4,0x50005,72,0,0,24,19.4,9.4,28.0,12,227.0,184.3,336.9
2026-08-27 23:35:18,5.0,13.7,13.7,5.5,126.8,1322,28.4,57.0,0x50000,69,0,22,1,21.8,21.8,21.8,0,,,
2026-08-27 23:35:24,5.1,14.2,23.5,11.8,129.9,1268,31.4,57.5,0x50000,72,0,23,1,7.8,7.8,7.8,1,152.2,152.2,152.2
2026-08-27 23:35:29,5.1,14.2,12.9,8.0,130.5,1302,29.5,57.5,0x50000,72,0,23,1,7.5,7.5,7.5,0,,,
2026-08-27 23:35:34,5.0,13.8,21.5,11.2,130.5,1319,28.6,58.9,0x50005,69,0,22,1,7.4,7.4,7.4,1,150.7,150.7,150.7
2026-08-27 23:35:39,5.0,14.7,14.1,10.1,130.5,1308,29.2,56.5,0x50000,74,0,24,0,,,,0,,,
2026-08-27 23:35:44,5.1,14.2,13.1,3.7,130.6,1320,28.6,56.0,0x50000,72,0,23,1,14.3,14.3,14.3,0,,,
2026-08-27 23:35:49,5.1,14.2,21.4,9.5,130.7,1300,29.6,56.5,0x50000,72,0,23,1,14.4,14.4,14.4,1,131.6,131.6,131.6
2026-08-27 23:35:54,5.1,14.2,9.3,3.3,130.7,1313,28.9,57.9,0x50000,72,0,23,1,6.9,6.9,6.9,0,,,
2026-08-27 23:35:59,5.1,14.2,10.7,8.0,130.8,1321,28.5,56.0,0x50000,72,0,24,0,,,,0,,,
2026-08-27 23:36:04,5.1,14.2,19.4,13.4,130.8,1304,29.4,57.0,0x50000,72,0,23,1,4.1,4.1,4.1,1,99.8,99.8,99.8
2026-08-27 23:36:09,5.1,14.2,9.3,4.1,130.8,1316,28.8,56.5,0x50000,72,0,23,1,9.3,9.3,9.3,0,,,
2026-08-27 23:36:14,5.1,14.2,25.5,12.0,130.8,1300,29.6,56.5,0x50000,72,0,23,1,7.1,7.1,7.1,1,146.4,146.4,146.4
2026-08-27 23:36:19,5.1,14.2,10.5,3.9,130.8,1313,28.9,57.5,0x50000,72,0,24,0,,,,0,,,
2026-08-27 23:36:24,5.1,14.2,10.9,5.8,130.8,1321,28.5,57.0,0x50000,72,0,23,1,9.3,9.3,9.3,0,,,
2026-08-27 23:36:29,5.1,14.2,27.5,13.7,130.8,1299,29.7,57.0,0x50000,72,0,23,1,8.2,8.2,8.2,1,234.5,234.5,234.5
2026-08-27 23:36:34,5.1,14.2,13.3,9.5,130.8,1314,28.9,56.0,0x50000,72,0,23,1,7.0,7.0,7.0,0,,,
2026-08-27 23:36:39,5.1,14.2,26.1,6.9,130.8,1327,28.2,56.0,0x50005,72,0,23,1,4.1,4.1,4.1,1,195.9,195.9,195.9
2026-08-27 23:36:44,5.1,14.2,11.1,6.7,130.8,1311,29.0,56.5,0x50000,72,0,24,0,,,,0,,,
